,original,predicated
577,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0200697e-22 1.0000000e+00]
578,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.0644885e-25 1.0000000e+00]
579,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
580,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.9145448e-10 1.0000000e+00]
581,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[9.0144984e-36 1.0000000e+00]
582,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.321648e-25 1.000000e+00]
583,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.5406573e-23 1.0000000e+00]
584,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.2080959e-14 1.0000000e+00]
585,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[4.032384e-26 1.000000e+00]
586,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.34180456 0.6581955 ]
587,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.546193e-19 1.000000e+00]
588,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.3638722e-04 9.9966359e-01]
589,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.9367847e-09 1.0000000e+00]
590,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.987142e-18 1.000000e+00]
591,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.498621e-29 1.000000e+00]
592,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.6192405e-21 1.0000000e+00]
593,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3331696e-23 1.0000000e+00]
594,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.996743e-01 3.256453e-04]
595,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[9.9999368e-01 6.2663544e-06]
596,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.01522041 0.98477966]
597,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[2.472053e-10 1.000000e+00]
598,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
599,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.5181696e-26 1.0000000e+00]
600,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[5.0552493e-28 1.0000000e+00]
601,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[8.708533e-29 1.000000e+00]
602,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
603,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[7.985539e-31 1.000000e+00]
604,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.6973867e-32 1.0000000e+00]
605,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.8789601e-22 1.0000000e+00]
606,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0633716e-20 1.0000000e+00]
607,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.2930221e-20 1.0000000e+00]
608,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.3859342e-30 1.0000000e+00]
609,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0. 1.]
610,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.293152e-19 1.000000e+00]
611,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[6.946679e-21 1.000000e+00]
612,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.3266676e-35 1.0000000e+00]
613,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.7978253e-07 9.9999964e-01]
614,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0247085e-19 1.0000000e+00]
615,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[1.0131098e-20 1.0000000e+00]
616,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[0. 1.]
617,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.0734164e-18 1.0000000e+00]
618,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.3760465e-30 1.0000000e+00]
619,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[3.3785942e-05 9.9996626e-01]
620,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[1.108756e-12 1.000000e+00]
621,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[2.3954637e-23 1.0000000e+00]
622,"tf.Tensor([ True False], shape=(2,), dtype=bool)",[0.894988   0.10501199]
623,"tf.Tensor([False  True], shape=(2,), dtype=bool)",[3.955838e-19 1.000000e+00]
